36,90,32
37,90,31
38,90,31
39,90,31
40,90,31
41,90,31
42,90,32
43,90,32
44,90,32
45,90,31
46,90,31
47,90,31
48,90,31
49,90,31
50,90,31
51,90,31
52,90,31
53,90,31
54,90,31
55,90,31
56,90,32
57,90,32
58,90,32
59,90,32
60,90,32
61,90,32
62,90,32
63,90,32
64,90,32
65,90,33
66,90,32
67,90,32
68,90,32
69,90,32
70,90,33
71,90,32
72,90,32
73,90,33
74,90,32
75,90,33
76,90,34
77,90,34
78,90,34
79,90,33
80,90,34
81,90,32
82,90,32
83,90,32
84,90,33
85,90,33
86,90,33
87,90,33
88,90,34
89,90,34
90,90,35
91,90,35
92,90,37
93,90,55
94,90,62
95,90,66
96,90,81
97,90,86
98,90,92
99,90,93
100,90,86
101,90,93
102,90,126
103,90,121
104,90,118
105,90,116
106,90,113
107,90,113
108,90,112
109,90,112
110,90,112
111,90,112
112,90,111
113,90,111
114,90,111
115,90,110
116,90,110
117,90,110
118,90,110
119,90,110
120,90,111
0,91,111
1,91,76
2,91,32
3,91,72
4,91,303
5,91,301
6,91,92
7,91,67
8,91,65
9,91,65
10,91,65
11,91,74
12,91,89
13,91,92
14,91,89
15,91,89
16,91,88
17,91,87
18,91,87
19,91,84
20,91,85
21,91,87
22,91,88
23,91,89
24,91,89
25,91,90
26,91,90
27,91,92
28,91,90
29,91,86
30,91,83
31,91,33
32,91,33
33,91,32
34,91,32
35,91,32
36,91,31
37,91,31
38,91,31
39,91,31
40,91,31
41,91,30
42,91,32
43,91,31
44,91,32
45,91,31
46,91,31
47,91,31
48,91,31
49,91,31
50,91,31
51,91,31
52,91,31
53,91,31
54,91,31
55,91,31
56,91,31
57,91,32
58,91,32
59,91,32
60,91,32
61,91,33
62,91,32
63,91,32
64,91,32
65,91,32
66,91,33
67,91,32
68,91,32
69,91,32
70,91,33
71,91,32
72,91,32
73,91,33
74,91,33
75,91,32
76,91,32
77,91,32
78,91,32
79,91,33
80,91,32
81,91,32
82,91,32
83,91,32
84,91,32
85,91,32
86,91,33
87,91,33
88,91,33
89,91,34
90,91,33
91,91,34
92,91,34
93,91,35
94,91,35
95,91,36
96,91,41
100,91,147
101,91,147
102,91,148
103,91,169
104,91,679
105,91,709
106,91,705
107,91,710
108,91,709
109,91,726
110,91,723
111,91,716
112,91,713
113,91,698
114,91,701
115,91,691
116,91,690
117,91,682
118,91,650
119,91,647
120,91,655
0,92,675
1,92,654
2,92,665
3,92,900
4,92,32
5,92,119
6,92,86
7,92,85
8,92,86
9,92,86
10,92,85
11,92,83
12,92,81
13,92,79
14,92,90
15,92,332
16,92,390
17,92,387
